,agent,address,beds,receptions,baths,post_code
1931,Countrywide Scotland - Hamilton Sales,"Rattray Crescent, Wishaw, North Lanarkshire ML2",3,1,2,ML2
1934,AB & A Matthews,"Dunkitterick Drive, Minnigaff, Newton Stewart DG8",4,2,2,DG8
1935,"Purplebricks, Head Office","Copeman Place, Peterhead AB42",2,1,1,AB42
1937,"Allen & Harris - Bishopbriggs, Glasgow","Ravens Court, Bishopbriggs, Glasgow G64",2,1,1,G64
1938,IVY Property,"8/8, 354 Meadowside Quay Walk, Glasgow Harbour, Glasgow G11",1,1,1,G11
1939,Slater Hogg & Howison - Paisley Sales,"Church Street, Johnstone, Renfrewshire PA5",2,1,1,PA5
1940,Pacitti Jones,"2/1, 30 Moore Street, Glasgow G40",2,1,1,G40
1941,Caledonia Bureau,"Mccoll Avenue, Alexandria, West Dunbartonshire G83",3,1,1,G83
1942,Neilsons Solicitors & Estate Agents,"37 Tyler's Acre Road, Edinburgh EH12",4,1,1,EH12
1943,Possible Estate Agents,"Carillion House, 19 St. John Street, Perth PH1",1,1,1,PH1
1944,Clancys Solicitors,"Albion Gardens, Edinburgh EH7",2,1,1,EH7
1945,Cochran Dickie,"9 Kenmure View, Howwood PA9",2,1,1,PA9
1946,Simple Approach Estate Agents,"Campsie Road, Perth PH1",1,1,1,PH1
1947,Taylor & Henderson,"15 Glenview, West Kilbride KA23",3,1,1,KA23
1948,Gilson Gray LLP,"Flat 3, 4 Wheatfield Place, Edinburgh EH11",1,1,1,EH11
1949,"Purplebricks, Head Office","Berryhill Circle, Westhill AB32",2,1,1,AB32
1950,"Purplebricks, Head Office","Smithy Brae, Kirknewton EH27",2,1,1,EH27
1951,Home Connexions,"Hawthorn Terrace, Greenhills, East Kilbride G75",2,1,1,G75
1952,LJ Residential,"11 Low Meadow, Lowthertown, Eastriggs, Dumfries &amp; Galloway DG12",3,1,1,DG12
1953,A B and S Estate Agents,"Bruceland Road, Elgin IV30",3,2,1,IV30
1954,LJ Residential,"6 Durban Road, Eastriggs, Dumfries &amp; Galloway DG12",2,1,1,DG12
1955,"Purplebricks, Head Office","Peasehill Gait, Rosyth KY11",4,3,3,KY11
1956,Friels Solicitors and Estate Agents,"133 Kylepark Drive, Uddingston, Glasgow G71",4,2,2,G71
1957,Abode Estate Agency,"Rochsoles Drive, Airdrie ML6",2,1,1,ML6
1958,Your Move - Dundee,"Perth Road, Dundee, Angus DD1",2,1,1,DD1
1959,Your Move - Hamilton,"Mauchline, East Kilbride, Glasgow, South Lanarkshire G74",1,1,1,G74
1960,Savills - Glasgow,"Dunmore East, Pier Road, Rhu, Helensburgh G84",5,3,2,G84
1961,Savills - Edinburgh Town,"28 Great King Street, New Town, Edinburgh EH3",5,2,4,EH3
1962,Revere,"4 Gillespie Crescent, Edinburgh EH10",3,1,2,EH10
1963,Savills - Edinburgh Town,"William Street, West End, Edinburgh EH3",3,1,2,EH3
1964,Remax Property Marketing,"Garvock Hill, Dunfermline KY12",3,2,2,KY12
1967,Mode Estate Agents,"Birkwood Court, Glenboig, Coatbridge ML5",4,3,3,ML5
1968,Stonefield Estate Agents,"Bankfield Park, Ayr KA7",3,1,1,KA7
1969,Regents Estates and Mortgages,"Preston Terrace, Preston Crescent, Inverkeithing KY11",3,2,2,KY11
1970,Yopa,"Dundrennan, Kirkcudbright DG6",3,3,2,DG6
1971,Gillespie Property,"Inglis Drive, Carronshore FK2",3,1,2,FK2
1972,Allen & Harris - Stirling,"., Gargunnock, Stirling FK8",3,1,2,FK8
1974,B-Spoke Property,"Bannockburn Road, Bannockburn, Stirling FK7",3,1,2,FK7
1975,McArthur Stanton,"Bainfield Road, Cardross G82",3,2,1,G82
1976,Keller Williams,"Kirkland Hill, Lhanbryde, Elgin IV30",1,1,1,IV30
1978,Neill Clerk Estate Agents,"James Watt Way, Greenock PA15",2,1,2,PA15
1980,Caledonia Bureau,"Barns Street, Clydebank, West Dunbartonshire G81",4,2,2,G81
1982,Remax Property Marketing,"Keir Hardie Terrace, Dunfermline KY11",3,2,1,KY11
1983,McArthur Scott,"Kingsway, Gourock PA19",3,1,1,PA19
1984,Munro & Noble,"Shore Road, Muir Of Ord, Ross-Shire IV6",3,1,1,IV6
1985,"Purplebricks, Head Office","Whitletts Road, Ayr KA8",3,1,1,KA8
1986,Simple Approach Estate Agents,"Wimberley Court, Coupar Angus, Blairgowrie PH13",4,1,2,PH13
1987,Lawrie Estate Agents,"Crichton Street, Anstruther KY10",4,1,2,KY10
1988,"Purplebricks, Head Office","11 Leyden Gardens, Glasgow G20",2,1,1,G20
1989,Neilsons Solicitors & Estate Agents,"5 Morison Gardens, South Queensferry EH30",3,1,1,EH30
1990,Neilsons Solicitors & Estate Agents,"6 Glendevon Gardens, Edinburgh EH12",3,1,2,EH12
1991,Blair Cadell,"73/8 Angle Park Terrace, Edinburgh EH11",1,1,1,EH11
1992,Hemmings Homes,"John Muir Way, Motherwell ML1",1,1,1,ML1
1993,Pacitti Jones,"2/1, 65, Dalmally Street, North Kelvinside, Glasgow G20",1,1,1,G20
1996,DJ Alexander,"Castle Wynd North, Old Town, Edinburgh EH1",1,1,1,EH1
1998,"Purplebricks, Head Office","27 St. Mungo Avenue, Glasgow G4",3,1,1,G4
2001,McEwan Fraser Legal,"Summerfield Cottages, Glasgow G14",2,1,1,G14
2003,McEwan Fraser Legal,"Jeffrey Street, Old Town, Edinburgh EH1",1,1,1,EH1
2004,Smart Moves Estate Agency,"Essich Gardens, Inverness IV2",4,3,3,IV2
2005,Angel Homes,"Yarrow Park, St. Leonards, East Kilbride G74",2,1,1,G74
2006,McEwan Fraser Legal,"West Newington Place, Newington, Edinburgh EH9",1,1,1,EH9
2009,Miller Homes - Bertha Park,"""Lockwood"" at Kennaway Avenue, Perth PH1",4,2,3,PH1
2011,Miller Homes - Bertha Park,"""Langwood"" at Kennaway Avenue, Perth PH1",4,3,2,PH1
2013,"Purplebricks, Head Office","Benview Avenue, Port Glasgow PA14",2,2,1,PA14
2014,Miller Homes - Edgelaw,"""Napier"" at Lasswade Road, Edinburgh EH17",5,3,3,EH17
2015,"Purplebricks, Head Office","8 Allison Street, Glasgow G42",1,1,1,G42
2016,Innes & Mackay,"Kempfield Croft, Cullicudden, Balblair, Ross-Shire IV7",4,3,3,IV7
2017,Miller Homes - Fairnielea,"""Kinnaird"" at Brotherton Avenue, Livingston EH54",5,1,3,EH54
2018,"Purplebricks, Head Office","Woodside Brae, Inverness IV2",2,1,1,IV2
2019,"Purplebricks, Head Office","33 Balloch Road, Keith AB55",2,1,1,AB55
2020,WESTGATE,"Cloanden Place, Kirkcaldy KY2",3,1,1,KY2
2021,"Purplebricks, Head Office","Fraser Avenue, Edinburgh EH5",2,1,1,EH5
2022,"Purplebricks, Head Office","Erskine Street, Aberdeen AB24",2,1,1,AB24
2024,Your Move - Hamilton,"Vere Road, Kirkmuirhill, Lanark, South Lanarkshire ML11",3,1,1,ML11
2026,Fineholm,"Maryhill Road, Glasgow G20",2,1,1,G20
2027,Keller Williams Evolve,"Howson Lea, Motherwell ML1",4,3,3,ML1
2028,MQ Estate Agents & Lettings,"Meikleriggs Drive, Paisley, Renfrewshire PA2",1,1,1,PA2
2029,Yopa,"Woodside Farm Drive, Westhill, Inverness IV2",5,2,4,IV2
2030,NEST Estate Agents,"Ardmore Crescent, Airdrie ML6",3,1,2,ML6
2031,Hemmings Homes,"Crawford Street, Motherwell ML1",3,1,1,ML1
2032,Yopa,"Forest Glade, East Calder, Livingston EH53",5,2,4,EH53
2033,"Purplebricks, Head Office","Pottery Street, Kirkcaldy KY1",2,1,1,KY1
2034,Fineholm,"Campbell Park Drive, Colinton, Edinburgh EH13",3,2,1,EH13
2035,Possible Estate Agents,"15F Windsor Terrace, Perth PH2",2,1,1,PH2
2036,Countrywide Scotland - Shawlands Sales,"Memus Avenue, Glasgow, Lanarkshire G52",3,1,1,G52
2037,Slater Hogg & Howison - Cumbernauld,"Marmion Road, Cumbernauld, Glasgow G67",2,1,1,G67
2041,Slater Hogg & Howison - Helensburgh,"Queen Street, Helensburgh, Argyll And Bute, . G84",3,1,1,G84
2044,Northwood - Aberdeen,"Union Grove, The City Centre, Aberdeen AB10",2,1,1,AB10
2045,Yopa,"Hillview Place, Dumfries DG1",3,1,1,DG1
2046,Scottish Property Centre,"Dixon Road, Govanhill G42",1,1,1,G42
2047,SB Property,"Leven Street, Alexandria, West Dunbartonshire G83",1,1,1,G83
2048,"Clyde Property, Shawlands","Parsonage Square, Merchant City, Glasgow G4",3,1,2,G4
2049,Thorntons Law LLP - Anstruther,"South Feus, Upper Largo, Fife KY8",3,2,2,KY8
2050,Clydebank Estate and Letting Agents,"Crown Avenue, Clydebank G81",2,1,1,G81
2051,"Clyde Property, West End","Devonshire Terrace, Flat 1, Dowanhill, Glasgow G12",2,1,2,G12
2052,Maloco & Associates,"Kames Place, Dunfermline KY12",2,1,1,KY12
2053,Neill Clerk Estate Agents,"Sharp Street, Gourock, Renfrewshire PA19",1,1,1,PA19
2054,Fraser Brooks & Co W.s Ltd,"Bellevue Crescent, Edinburgh EH3",2,1,1,EH3
2055,Countrywide Scotland - Clarkston,"Ravenscourt, Thorntonhall, South Lanarkshire G74",3,2,2,G74
2056,Donald Ross Estate Agents Ltd,"Arran Terrace, Ayr KA7",3,2,1,KA7
2057,Countrywide Scotland - Kirkintilloch,"Braehead Road, Cumbernauld, Glasgow, North Lanarkshire G67",1,1,1,G67
2058,Coulters Stockbridge,"75 Kennington Avenue, Loanhead, Midlothian EH20",2,1,1,EH20
2059,Countrywide Scotland - Baillieston,"Kippford Street, Glasgow, Lanarkshire G32",2,1,1,G32
2060,Scottish Property Centre,"18 Carnock Road, Old Pollok G53",3,1,1,G53
2061,Countrywide Scotland - Paisley,"Church Hill, Paisley, Renfrewshire PA1",1,1,1,PA1
2062,McArthur Scott,"St. Johns Road, Gourock PA19",2,1,1,PA19
2063,Walker Laird Solicitors & Estate Agents,"Lapwing Road, Braehead, Renfrew PA4",2,1,2,PA4
2064,Countrywide Scotland - Glasgow West End Sales,"Lincoln Avenue, Knightswood, Glasgow G13",3,1,1,G13
2066,Slater Hogg & Howison - Cumbernauld,"Braehead Road, Cumbernauld, Glasgow, North Lanarkshire G67",2,1,1,G67
2068,Slater Hogg & Howison - Helensburgh,"Sinclair Street, Helensburgh, Argyll And Bute, Scotland G84",4,1,1,G84
2069,Yopa,"North Esk Road, Montrose DD10",3,2,2,DD10
2071,WESTGATE,"Dumbarton Road, Scotstoun, Glasgow G14",2,1,1,G14
2072,Caledonia Bureau,"Hobart Crescent, Mountblow, Clydebank G81",1,1,1,G81
2073,Campbell Sievewright & Co,"Mosspark Drive, Glasgow G52",2,1,1,G52
2074,Slater Hogg & Howison - Candleriggs Sales,"Miller Street, Merchant City, Glasgow, Lanarkshire G1",2,1,1,G1
2075,Slater Hogg & Howison - Glasgow West End Sales,"Abercorn Place, Summerston, Glasgow, Lanarkshire G23",2,1,1,G23
2076,Pacitti Jones,"0/2, 46, Kerr Street, Kirkintilloch G66",2,1,1,G66
2077,Yvonne Fitzgerald Properties,"Brabster Street, Thurso KW14",4,1,4,KW14
2078,Hodge Solicitors LLP,"St. Ninians Road, Alyth, Alyth, Perthshire PH11",3,1,1,PH11
2079,Slater Hogg & Howison - Kirkcaldy,"Timmons Park, Lochgelly, Fife KY5",2,1,1,KY5
2080,Pacitti Jones,"51 Rannoch Avenue, Bishopbriggs G64",4,2,2,G64
2081,Remax Property Marketing,"Shamrock Street, Dunfermline KY12",2,1,1,KY12
2082,Pacitti Jones,"2/2, 1221, Argyle Street, Finnieston, Glasgow G3",3,1,1,G3
2083,Pacitti Jones,"3/2, 9, Woodlands Drive, Woodlands, Glasgow G4",3,1,1,G4
2084,Pacitti Jones,"3/2, 8 Cardon Square, Renfrew PA4",4,1,2,PA4
2085,Walker Wylie Estate Agents,"Torridon Avenue, Dumbreck G41",4,2,2,G41
2086,"Clyde Property, West End","Bowmont Terrace, Flat B/1 (Flat 3), Dowanhill, Glasgow G12",2,1,1,G12
2087,"Doorsteps.co.uk, National","Greenoakhill Road, Uddingston, Glasgow G71",5,2,3,G71
2088,"Clyde Property, Shawlands","Strathyre Street, Flat 3/3, Shawlands, Glasgow G41",1,1,1,G41
2089,Truscott Property,"7 Turner Park, Balerno, Edinburgh EH14",5,3,1,EH14
2090,South West Property Centre,"'strathearn' Edinburgh Road, Stranraer DG9",3,2,1,DG9
2091,Remax,"Hillview, Pitreuchie Farm, Forfar DD8",4,2,2,DD8
2092,Joyce Heeps Homes LTD,"Maxwell Drive, The Village, East Kilbride G74",1,1,1,G74
2093,Peterkins Solicitors,"Institution Road, Fochabers IV32",3,1,1,IV32
2094,Isle Of Skye Estate Agency,"Old Kyle Farm Road, Kyleakin IV41",4,3,3,IV41
2095,Your Move - Stewart Filshill,"Carlyle Crescent, Buckhaven, Leven KY8",4,2,2,KY8
2096,Premier Properties Perth,"Elm Row, Edinburgh EH7",2,1,1,EH7
2098,Delmor Ltd (Leven),"Bowhouse Place, Methilhill, Leven KY8",2,1,1,KY8
2099,Countrywide Scotland - Shawlands Sales,"Pollokshields Square, Pollokshields G41",2,1,1,G41
2101,Yopa,"Muirhouse Place West, Edinburgh EH4",3,1,1,EH4
2102,Your Move - Dalkeith,"Park Crescent, Bonnyrigg, Midlothian EH19",3,1,1,EH19
2103,Mov8 Real Estate,"Neatoune Court, Danderhall, Dalkeith EH22",3,1,2,EH22
2104,Mov8 Real Estate,"Redhall Road, Edinburgh EH14",2,1,1,EH14
2105,Macandrew and Jenkins,"30 Newton Park, Kirkhill IV5",3,1,2,IV5
2106,Property Connections Estate Agency LTD,"Avenue Park, Mid Calder EH53",1,1,1,EH53
2107,RE/MAX Clydesdale & Tweeddale,"Tweedholm Avenue East, Walkerburn EH43",3,1,1,EH43
2108,Mov8 Real Estate,"Peffermill Road, Craigmillar, Edinburgh EH16",2,1,1,EH16
2109,Kirkland Estate Agents,"Lefroy Street, Coatbridge ML5",3,1,1,ML5
2110,Your Move - Dumfries,"Rotchell Road, Dumfries, Dumfries And Galloway DG2",3,3,2,DG2
2112,Allen & Harris - Stirling,"Mclarens Park, Gargunnock, Stirling FK8",3,2,1,FK8
2113,Abode Estate Agency,"Brodie Way, Plains, Airdrie ML6",4,1,1,ML6
2116,"Clyde Property, Falkirk","Pleasance Square, Falkirk, Stirlingshire FK1",1,1,1,FK1
2117,Joyce Heeps Homes LTD,"Pitcairn Grove, Hairmyres, East Kilbride G75",2,1,1,G75
2118,Ogilvy Chalmers,"Longyester, East Lothian EH41",3,3,2,EH41
2119,Atrium Estate & Letting Agents,"Bairns Ford Court, Falkirk FK2",2,1,1,FK2
2121,Yopa,"Halleaths, Lockerbie DG11",3,2,2,DG11
2123,Neill Clerk Estate Agents,"Bridgend Road, Greenock PA15",2,1,1,PA15
2124,Countrywide Scotland - Shawlands Sales,"Parklands View, Glasgow, Lanarkshire G53",2,1,1,G53
2125,Your Move - Dumfries,"George Douglas Drive, Dumfries, Dumfries And Galloway DG2",2,1,1,DG2
2126,I Estate Agency,"Howes Drive, Aberdeen AB16",3,2,1,AB16
2127,Patch Estate Agents,"Fereneze Grove, Barrhead, Glasgow G78",4,1,3,G78
2128,Caledonia Bureau,"Queen Elizabeth Court, Clydebank, West Dunbartonshire G81",2,1,1,G81
2129,Allen & Harris - Irvine,"Fullarton Street, Irvine KA12",2,1,1,KA12
2130,Allen & Harris - Irvine,"Barra Wynd, Broomlands, Irvine KA11",3,1,1,KA11
2131,"Clyde Property, Clarkston","Cheviot Avenue, Barrhead, Glasgow G78",2,2,1,G78
2132,Shanta Residential,"Firpark Close, Dennistoun G31",2,1,2,G31
2133,AMAZING RESULTS! Estate Agents,"24 Coast, Inverasdale, Poolewe IV22",2,1,1,IV22
2135,Your Move - Falkirk,"Pender Gardens, Rumford, Falkirk, Stirlingshire FK2",4,3,4,FK2
2137,Allen & Harris - Ayr,"Moor Park Place, Prestwick KA9",4,1,2,KA9
2138,Macpherson Property,"Sunnyknowe, Weirgate Avenue, St. Boswells, Melrose TD6",4,2,2,TD6
2139,"Purplebricks, Head Office","Keltybridge, Kelty KY4",3,3,1,KY4
2140,Move On,"Station Road, Shotts ML7",2,1,1,ML7
2141,Unicornhomes.co.uk,"Crookston Road, Crookston G53",2,1,1,G53
2142,McIntyres,"Craigentinny Crescent, Craigentinny/Edinburgh EH7",2,2,1,EH7
2143,Stonefield Estate Agents,"Ellisland Square, Ayr KA7",2,1,1,KA7
